Date, Temperature,Relat_Humid,Wind_Speed ,Solar Radi,Surf_Out_ Temp
2017-01-03,3.875079027,80.33333333,0.416147175,0,1.557005091
2017-01-03,3.725079027,80.5,0.312110381,0,1.347617837
2017-01-03,3.575079027,80.66666667,0.208073588,0,1.122866415
2017-01-03,3.425079027,80.83333333,0.104036794,0,0.866016055
2017-01-03,3.275079027,81,0,0,0.396502704
2017-01-03,3.10841236,81.16666667,0,0,0.270835385
2017-01-03,2.941745693,81.33333333,0,0,0.124533161
2017-01-03,2.775079027,81.5,0,0,-0.032207352
2017-01-03,2.60841236,81.66666667,0,0,-0.195079415
2017-01-03,2.441745693,81.83333333,0,0,-0.353410946
2017-01-03,2.275079027,82,0,0,-0.508940436
2017-01-03,2.125079027,82,0.052018397,0,-0.54214406
